PeakID (cmd=annotatePeaks.pl DN1_less_accessible_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
578	chr5	23394218	23394551	+	0	NA	Intergenic	Intergenic	39969	NR_040469	269630	Mm.425231	NR_040469	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA
972	chr8	61177864	61178080	+	0	NA	Intergenic	Intergenic	-46199	NM_021506	59009	Mm.27949	NM_021506	ENSMUSG00000031642	Sh3rf1	2200003J05Rik|Posh|R75531|Sh3md2	SH3 domain containing ring finger 1	protein-coding
362	chr3	75308036	75308513	+	0	NA	intron (NM_001370850, intron 11 of 13)	RSINE1|SINE|B4	-38196	NM_026460	67931	Mm.259446	NM_026460	ENSMUSG00000034139	Serpini2	Spi14	serine (or cysteine) peptidase inhibitor, clade I, member 2	protein-coding
719	chr6	55256696	55257158	+	0	NA	intron (NM_177883, intron 6 of 10)	intron (NM_177883, intron 6 of 10)	53544	NM_001142781	330323	Mm.268997	NM_177883	ENSMUSG00000038022	Mindy4	C330043M08Rik|Fam188b|Gm1406	MINDY lysine 48 deubiquitinase 4	protein-coding
1456	chr13	36578622	36579054	+	0	NA	Intergenic	CpG	155639	NM_153529	68404	Mm.232930	NM_153529	ENSMUSG00000039114	Nrn1	0710008J23Rik|Cpg15|Nrn	neuritin 1	protein-coding
658	chr5	125355476	125355707	+	0	NA	Intergenic	Intergenic	-14497	NM_001205082	20778	Mm.282242	NM_016741	ENSMUSG00000037936	Scarb1	AI120173|CD36|Cd36l1|Chohd1|Cla-1|Cla1|D5Ertd460e|Hdlq1|Hlb398|SR-B1|SR-BI|SRBI|Srb1|mSR-BI	scavenger receptor class B, member 1	protein-coding
1873	chr17	87185864	87186233	+	0	NA	Intergenic	Intergenic	8894	NR_046016	399626	Mm.396062	NR_046016	ENSMUSG00000117384	C330024C12Rik	-	RIKEN cDNA C330024C12 gene	ncRNA
2020	chrX	74943810	74944402	+	0	NA	Intergenic	Intergenic	25019	NM_001251890	100503280	Mm.483559	NM_001251890		Gm38425	-	predicted gene, 38425	protein-coding
1491	chr13	59025619	59025949	+	0	NA	intron (NM_001025074, intron 13 of 17)	intron (NM_001025074, intron 13 of 17)	218087	NM_001025074	18212	Mm.130054	NM_008745	ENSMUSG00000055254	Ntrk2	GP145-TrkB/GP95-TrkB|Tkrb|trk-B|trkB	neurotrophic tyrosine kinase, receptor, type 2	protein-coding
1922	chr18	35654301	35654835	+	0	NA	exon (NM_001270646, exon 1 of 1)	exon (NM_001270646, exon 1 of 1)	653	NM_001270646	381148	Mm.297784	NM_001270646	ENSMUSG00000073600	Prob1	Gm1614	proline rich basic protein 1	protein-coding
560	chr5	3627078	3627353	+	0	NA	intron (NM_027777, intron 15 of 22)	L2a|LINE|L2	20721	NM_026033	67210	Mm.178424	NM_026033	ENSMUSG00000007415	Gatad1	2310031E19Rik|2810047M21Rik|8430439A17Rik|9130430G15Rik|B330017N08Rik|Odag	GATA zinc finger domain containing 1	protein-coding
123	chr1	165110811	165110984	+	0	NA	Intergenic	Intergenic	-18967	NR_040480	75857	Mm.109021	NR_040480	ENSMUSG00000102408	4930568G15Rik	-	RIKEN cDNA 4930568G15 gene	ncRNA
777	chr6	120934180	120934357	+	0	NA	3' UTR (NM_001270475, exon 32 of 32)	3' UTR (NM_001270475, exon 32 of 32)	-17444	NM_007544	12122	Mm.235081	NM_007544	ENSMUSG00000004446	Bid	2700049M22Rik|AI875481|AU022477	BH3 interacting domain death agonist	protein-coding
173	chr2	27631587	27631785	+	0	NA	Intergenic	Intergenic	-45515	NM_011305	20181	Mm.24624	NM_011305	ENSMUSG00000015846	Rxra	9530071D11Rik|Nr2b1|RXRalpha1	retinoid X receptor alpha	protein-coding
240	chr2	106845277	106845537	+	0	NA	intron (NM_001356554, intron 4 of 6)	intron (NM_001356554, intron 4 of 6)	124984	NM_173750	212772	Mm.381231	NM_173750	ENSMUSG00000027122	Arl14ep	2700007P21Rik|4930448O08Rik|ARF7EP	ADP-ribosylation factor-like 14 effector protein	protein-coding
1731	chr16	43970254	43970668	+	0	NA	intron (NM_001007460, intron 4 of 4)	intron (NM_001007460, intron 4 of 4)	9348	NM_001368703	332175	Mm.327852	NM_001007460	ENSMUSG00000036304	Zdhhc23	DHHC-23|Gm1751|Gm779|nidd	zinc finger, DHHC domain containing 23	protein-coding
18	chr1	34533193	34533438	+	0	NA	Intergenic	Intergenic	-2333	NM_007685	12627	Mm.2531	NM_007685	ENSMUSG00000026124	Cfc1	AV265756|b2b970Clo|cryptic	cripto, FRL-1, cryptic family 1	protein-coding
1280	chr11	54224082	54224251	+	0	NA	Intergenic	Intergenic	-10878	NR_045506	71056	Mm.56332	NR_045506	ENSMUSG00000086209	4933405E24Rik	-	RIKEN cDNA 4933405E24 gene	ncRNA
507	chr4	100263835	100264050	+	0	NA	intron (NM_001312690, intron 1 of 3)	MTD|LTR|ERVL-MaLR	168151	NM_013845	26563	Mm.57252	NM_013845	ENSMUSG00000035305	Ror1	2810404D04Rik|Ntrkr1	receptor tyrosine kinase-like orphan receptor 1	protein-coding
37	chr1	60863138	60863389	+	0	NA	Intergenic	Intergenic	-45762	NM_009843	12477	Mm.390	NM_009843	ENSMUSG00000026011	Ctla4	Cd152|Ctla-4|Ly-56	cytotoxic T-lymphocyte-associated protein 4	protein-coding
1717	chr16	25840187	25840406	+	0	NA	intron (NM_001127260, intron 4 of 12)	intron (NM_001127260, intron 4 of 12)	38380	NM_001127263	22061	Mm.20894	NM_011641	ENSMUSG00000022510	Trp63	AI462811|Ket|P51/P63|P63|P73l|Tp63|Trp53rp1	transformation related protein 63	protein-coding
283	chr2	148535673	148535930	+	0	NA	Intergenic	Intergenic	-92266	NM_010740	17064	Mm.681	NM_010740	ENSMUSG00000027435	Cd93	6030404G09Rik|AA145088|AA4.1|AW555904|C1qr1|C1qrp|Ly68	CD93 antigen	protein-coding
147	chr2	4531607	4531778	+	0	NA	intron (NM_001347086, intron 9 of 24)	intron (NM_001347086, intron 9 of 24)	-28062	NM_001177844	209630	Mm.37932	NM_172475	ENSMUSG00000026657	Frmd4a	2700017I06Rik|5330420J21|AI594879|C230040M21Rik|Frmd4|Gm13190|mKIAA1294	FERM domain containing 4A	protein-coding
1333	chr11	121368948	121369212	+	0	NA	intron (NM_139147, intron 1 of 5)	intron (NM_139147, intron 1 of 5)	-14633	NM_025793	66840	Mm.103986	NM_025793	ENSMUSG00000025173	Wdr45b	0610008N23Rik|AA408735|D16Bwg0193e|WIPI-3|Wdr45l	WD repeat domain 45B	protein-coding
1955	chr18	75625133	75625343	+	0	NA	intron (NM_201354, intron 2 of 11)	MLTR11A|LTR|ERVK	72458	NM_201354	269037	Mm.36745	NM_201354	ENSMUSG00000052928	Ctif	Gm672	CBP80/20-dependent translation initiation factor	protein-coding
1553	chr14	30446715	30447028	+	0	NA	intron (NM_028981, intron 1 of 46)	Lx8|LINE|L1	-11165	NR_131095	77710	Mm.410773	NR_131095		4831407H17Rik	-	RIKEN cDNA 4831407H17 gene	ncRNA
1316	chr11	105311515	105311960	+	0	NA	intron (NM_008626, intron 1 of 29)	intron (NM_008626, intron 1 of 29)	19091	NM_008626	17534	Mm.235616	NM_008626	ENSMUSG00000020695	Mrc2	Endo180|mKIAA0709|uPARAP	mannose receptor, C type 2	protein-coding
747	chr6	88820872	88821172	+	0	NA	intron (NM_001166249, intron 6 of 7)	intron (NM_001166249, intron 6 of 7)	20913	NM_001362152	80283	Mm.166858	NM_030251	ENSMUSG00000030083	Abtb1	AI847549|BC003234|BPOZ|EF1ABP	ankyrin repeat and BTB (POZ) domain containing 1	protein-coding
845	chr7	44610840	44611039	+	0	NA	intron (NM_028021, intron 37 of 39)	intron (NM_028021, intron 37 of 39)	20053	NM_008422	16504	Mm.40312	NM_008422	ENSMUSG00000062785	Kcnc3	KShIIID|Kcr2-3|Kv3.3	potassium voltage gated channel, Shaw-related subfamily, member 3	protein-coding
906	chr7	125561198	125561507	+	0	NA	intron (NM_001008700, intron 1 of 10)	intron (NM_001008700, intron 1 of 10)	9081	NM_001008700	16190	Mm.233802	NM_001008700	ENSMUSG00000030748	Il4ra	CD124|Il4r	interleukin 4 receptor, alpha	protein-coding
711	chr6	47532531	47532772	+	0	NA	intron (NM_007971, intron 17 of 19)	intron (NM_007971, intron 17 of 19)	62379	NM_001146689	14056	Mm.246688	NM_007971	ENSMUSG00000029687	Ezh2	Enx-1|Enx1h|KMT6|mKIAA4065	enhancer of zeste 2 polycomb repressive complex 2 subunit	protein-coding
490	chr4	87859101	87859488	+	0	NA	intron (NM_027326, intron 4 of 10)	intron (NM_027326, intron 4 of 10)	-52971	NM_001286158	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	protein-coding
424	chr3	153668776	153668999	+	0	NA	intron (NM_011372, intron 1 of 4)	intron (NM_011372, intron 1 of 4)	56246	NM_011372	20447	Mm.296453	NM_011372	ENSMUSG00000052544	St6galnac3	Siat7c	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding
1658	chr15	42901799	42902313	+	0	NA	Intergenic	Lx6|LINE|L1	-225079	NM_001286062	11600	Mm.309336	NM_009640	ENSMUSG00000022309	Angpt1	1110046O21Rik|Ang-1|Ang1	angiopoietin 1	protein-coding
1352	chr12	23800505	23801183	+	0	NA	Intergenic	CpG	296425	NM_001256489	66808	Mm.379124	NM_001256489	ENSMUSG00000073158	9030624G23Rik	-	RIKEN cDNA 9030624G23 gene	protein-coding
1702	chr16	17803073	17803276	+	0	NA	exon (NM_153790, exon 4 of 11)	exon (NM_153790, exon 4 of 11)	5892	NM_153790	224024	Mm.194950	NM_153790	ENSMUSG00000012017	Scarf2	NSR1|SREC-II|SRECRP-1|Scatf1|Srec2|SrecII	scavenger receptor class F, member 2	protein-coding
1997	chr19	47537958	47538161	+	0	NA	promoter-TSS (NM_175360)	promoter-TSS (NM_175360)	-940	NM_175360	108689	Mm.218048	NM_175360	ENSMUSG00000042694	Stn1	0610009H20Rik|2310057J23Rik|AAF-44|AAF44|AI413458|Obfc1|RPA-32	STN1, CST complex subunit	protein-coding
1425	chr12	112760067	112760758	+	0	NA	promoter-TSS (NM_178911)	promoter-TSS (NM_178911)	-243	NM_178911	104759	Mm.203915	NM_178911	ENSMUSG00000052160	Pld4	AI132321|thss	phospholipase D family, member 4	protein-coding
967	chr8	46508596	46509091	+	0	NA	intron (NM_001302163, intron 4 of 20)	intron (NM_001302163, intron 4 of 20)	17877	NM_001302163	14081	Mm.210323	NM_007981	ENSMUSG00000018796	Acsl1	Acas|Acas1|Acs|FACS|Facl2|LACS 1|LACS1	acyl-CoA synthetase long-chain family member 1	protein-coding
961	chr8	35250691	35250965	+	0	NA	Intergenic	Intergenic	-124931	NM_177741	244416	Mm.247126	NM_177741	ENSMUSG00000046794	Ppp1r3b	6430576E21|AW821953|GL|PTG	protein phosphatase 1, regulatory subunit 3B	protein-coding
1779	chr17	12195072	12195309	+	0	NA	intron (NM_026644, intron 2 of 8)	intron (NM_026644, intron 2 of 8)	75906	NM_026644	68262	Mm.258300	NM_026644	ENSMUSG00000023827	Agpat4	1500003P24Rik	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	protein-coding
1754	chr16	94148267	94148506	+	0	NA	intron (NM_139145, intron 6 of 10)	intron (NM_139145, intron 6 of 10)	63126	NM_011377	20465	Mm.4775	NM_011377	ENSMUSG00000062713	Sim2	bHLHe15	single-minded family bHLH transcription factor 2	protein-coding
1597	chr14	72933084	72933291	+	0	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	-92416	NR_027860	668489	Mm.158324	NR_027860		Gm9199	EG668489	glycine cleavage system protein H (aminomethyl carrier) pseudogene	pseudo
436	chr4	11871018	11871221	+	0	NA	Intergenic	Intergenic	94594	NM_001098231	381511	Mm.331489	NM_001033453	ENSMUSG00000049225	Pdp1	Gm1024|Ppm2c	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding
429	chr4	5797844	5798826	+	0	NA	5' UTR (NM_001355716, exon 3 of 3)	5' UTR (NM_001355716, exon 3 of 3)	74023	NM_001355716	242297	Mm.331470	NM_173426	ENSMUSG00000049119	Fam110b	1700012H17Rik|5031405P22|AW049855	family with sequence similarity 110, member B	protein-coding
1169	chr10	61233319	61233497	+	0	NA	intron (NM_001081127, intron 4 of 21)	intron (NM_001081127, intron 4 of 21)	40011	NM_001081127	237360	Mm.333252	NM_001081127	ENSMUSG00000059901	Adamts14	Adamts-14|TS14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	protein-coding
614	chr5	68735331	68735551	+	0	NA	Intergenic	Intergenic	606268	NM_175519	243043	Mm.234821	NM_175519	ENSMUSG00000037653	Kctd8	A730087N02Rik	potassium channel tetramerisation domain containing 8	protein-coding
89	chr1	128718412	128718590	+	0	NA	Intergenic	Intergenic	-126202	NM_001356509	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|CXC-R4|CXCR-4|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding
1751	chr16	93223607	93224130	+	0	NA	Intergenic	Intergenic	129321	NR_040486	69857	Mm.81192	NR_040486	ENSMUSG00000100277	1810053B23Rik	1810008L18Rik|1810056K14Rik	RIKEN cDNA 1810053B23 gene	ncRNA
1451	chr13	34278195	34278645	+	0	NA	intron (NM_001033167, intron 3 of 10)	intron (NM_001033167, intron 3 of 10)	66762	NM_001033167	73102	Mm.23932	NM_001033167	ENSMUSG00000038267	Slc22a23	3110004L20Rik	solute carrier family 22, member 23	protein-coding
387	chr3	108425129	108425329	+	0	NA	3' UTR (NM_001204979, exon 11 of 11)	3' UTR (NM_001204979, exon 11 of 11)	-9650	NM_001004177	53883	Mm.39728	NM_017392	ENSMUSG00000068740	Celsr2	Adgrc2|EGFL2|Flamingo1|flamingo|mKIAA0279|mfmi1	cadherin, EGF LAG seven-pass G-type receptor 2	protein-coding
733	chr6	71757290	71757868	+	0	NA	intron (NM_178608, intron 2 of 6)	intron (NM_178608, intron 2 of 6)	49898	NM_178608	52250	Mm.146332	NM_178608	ENSMUSG00000052852	Reep1	D6Ertd253e	receptor accessory protein 1	protein-coding
910	chr7	130323781	130324031	+	0	NA	Intergenic	ORR1G|LTR|ERVL-MaLR	-57098	NM_201601	14183	Mm.16340	NM_010207	ENSMUSG00000030849	Fgfr2	AU043015|AW556123|Bek|Fgfr-2|Fgfr-7|Fgfr7|KGFR|KGFRTr|svs	fibroblast growth factor receptor 2	protein-coding
135	chr1	184563033	184563207	+	0	NA	Intergenic	Intergenic	-5429	NR_040472	73590	Mm.82792	NR_040472	ENSMUSG00000101574	1700112H15Rik	-	RIKEN cDNA 1700112H15 gene	ncRNA
1633	chr15	6582610	6582840	+	0	NA	intron (NM_011815, intron 1 of 17)	intron (NM_011815, intron 1 of 17)	2878	NM_011815	23880	Mm.170905	NM_011815	ENSMUSG00000022148	Fyb	ADAP|B630013F22Rik|FYB-120/130|Fyb1|Slap130|p120/130|p120/p130	FYN binding protein	protein-coding
543	chr4	136454964	136455202	+	0	NA	Intergenic	Intergenic	-14678	NM_024452	269593	Mm.485824	NM_024452	ENSMUSG00000001089	Luzp1	2700072H04Rik|AI266952|Luzp|mFLJ00226	leucine zipper protein 1	protein-coding
1447	chr13	28556738	28556967	+	0	NA	intron (NR_045053, intron 7 of 8)	intron (NR_045053, intron 7 of 8)	154021	NR_105787	102466635		NR_105787	ENSMUSG00000099158	Mir6368	Gm27800|mmu-mir-6368	microRNA 6368	ncRNA
1905	chr18	13931611	13931857	+	0	NA	intron (NM_145492, intron 3 of 7)	intron (NM_145492, intron 3 of 7)	40999	NM_145492	225207	Mm.40325	NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding
715	chr6	51612427	51612734	+	0	NA	Intergenic	Intergenic	67287	NM_001361577	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
797	chr6	141526046	141526252	+	0	NA	intron (NR_149743, intron 1 of 14)	intron (NR_149743, intron 1 of 14)	1795	NM_001177772	58807	Mm.284495	NM_021471	ENSMUSG00000030235	Slco1c1	OATP-14|OATP-F|Oatp2|Oatpf|Slc21a14	solute carrier organic anion transporter family, member 1c1	protein-coding
1003	chr8	104042354	104042853	+	0	NA	Intergenic	Intergenic	-59022	NM_009868	12562	Mm.21767	NM_009868	ENSMUSG00000031871	Cdh5	7B4|AA408225|Cd144|VE-Cad|VECD|VEcad|Vec	cadherin 5	protein-coding
486	chr4	83284848	83285052	+	0	NA	intron (NM_027238, intron 2 of 19)	intron (NM_027238, intron 2 of 19)	39239	NM_027238	69863	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding
455	chr4	44511919	44512119	+	0	NA	Intergenic	B3A|SINE|B2	95549	NR_039580	100628590		NR_039580	ENSMUSG00000092761	Mir5120	mmu-mir-5120|mu-mir-5120	microRNA 5120	ncRNA
296	chr2	156766675	156766884	+	0	NA	Intergenic	Intergenic	-8685	NM_172118	98932	Mm.271770	NM_172118	ENSMUSG00000067818	Myl9	AI327049|MLC20|Mylc2c|RLC-C	myosin, light polypeptide 9, regulatory	protein-coding
459	chr4	45951034	45951221	+	0	NA	TTS (NM_198660)	TTS (NM_198660)	-14208	NM_001290475	100121	Mm.275413	NM_146142	ENSMUSG00000035517	Tdrd7	5730495N10Rik|AI447470|PCTAIRE2BP	tudor domain containing 7	protein-coding
368	chr3	84355914	84356233	+	0	NA	intron (NR_040752, intron 3 of 3)	MER20|DNA|hAT-Charlie	23848	NR_040752	75309	Mm.159497	NR_040752	ENSMUSG00000104004	4930565D16Rik	-	RIKEN cDNA 4930565D16 gene	ncRNA
1312	chr11	100730001	100730290	+	0	NA	intron (NM_024456, intron 1 of 5)	intron (NM_024456, intron 1 of 5)	8070	NM_024456	19345	Mm.29829	NM_024456	ENSMUSG00000019173	Rab5c	AI326010|Rabl	RAB5C, member RAS oncogene family	protein-coding
320	chr3	9942667	9942857	+	0	NA	Intergenic	Intergenic	-69823	NM_010634	16592	Mm.741	NM_010634	ENSMUSG00000027533	Fabp5	E-FABP|Fabpe|Klbp|PA-FABP|mal1	fatty acid binding protein 5, epidermal	protein-coding
1857	chr17	81704848	81705120	+	0	NA	intron (NM_001286684, intron 1 of 11)	intron (NM_001286684, intron 1 of 11)	33403	NM_001112798	20541	Mm.265834	NM_011406	ENSMUSG00000054640	Slc8a1	AI852629|AV344025|D930008O12Rik|Ncx1	solute carrier family 8 (sodium/calcium exchanger), member 1	protein-coding
241	chr2	107988239	107988555	+	0	NA	Intergenic	Intergenic	697808	NM_021275	16492	Mm.142718	NM_021275	ENSMUSG00000042604	Kcna4	Kv1.4	potassium voltage-gated channel, shaker-related subfamily, member 4	protein-coding
1084	chr9	65631583	65631958	+	0	NA	intron (NM_028030, intron 1 of 7)	intron (NM_028030, intron 1 of 7)	1188	NM_028030	71973	Mm.29148	NM_028030	ENSMUSG00000032387	Rbpms2	2400008B06Rik|AI316523	RNA binding protein with multiple splicing 2	protein-coding
421	chr3	149443092	149443375	+	0	NA	Intergenic	Intergenic	168496	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
1005	chr8	105304631	105304843	+	0	NA	promoter-TSS (NM_172760)	promoter-TSS (NM_172760)	-864	NM_172760	234683	Mm.237966	NM_172760	ENSMUSG00000014791	Elmo3	9930107J06|BC058752|CED-12|Ced12	engulfment and cell motility 3	protein-coding
973	chr8	64766150	64766397	+	0	NA	intron (NM_178633, intron 5 of 14)	intron (NM_178633, intron 5 of 14)	-32695	NM_025436	66234	Mm.30119	NM_025436	ENSMUSG00000031604	Msmo1	1500001G16Rik|C78600|DESP4|ERG25|Sc4mol	methylsterol monoxygenase 1	protein-coding
958	chr8	33448381	33449050	+	0	NA	Intergenic	Intergenic	-35596	NR_033589	628431	Mm.376526	NR_033589		Hmgb1-rs17	Hmg1-rs17	high mobility group box 1, related sequence 17	pseudo
432	chr4	8284829	8285262	+	0	NA	Intergenic	MER88|LTR|ERVL	-46004	NM_007592	12319	Mm.119320	NM_007592	ENSMUSG00000041261	Car8	AW546993|Ca8|Cals|Cals1|Carp|wdl	carbonic anhydrase 8	protein-coding
95	chr1	132126063	132126245	+	0	NA	intron (NM_008795, intron 1 of 15)	intron (NM_008795, intron 1 of 15)	13531	NM_008795	18557	Mm.28130	NM_008795	ENSMUSG00000026437	Cdk18	AA682070|Ctk18|Pctk3	cyclin-dependent kinase 18	protein-coding
1210	chr10	96115243	96115405	+	0	NA	Intergenic	Intergenic	-110883	NR_110448	74881	Mm.410819	NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
1035	chr8	123331971	123332193	+	0	NA	promoter-TSS (NM_172287)	promoter-TSS (NM_172287)	-631	NM_172287	234857	Mm.150200	NM_172287	ENSMUSG00000010154	Spire2	BC026502|Spir-2|Spir2	spire type actin nucleation factor 2	protein-coding
534	chr4	124983967	124984263	+	0	NA	Intergenic	Intergenic	-2315	NM_138683	192199	Mm.42202	NM_138683	ENSMUSG00000028871	Rspo1	R-spondin|Rspondin	R-spondin 1	protein-coding
1024	chr8	117362405	117362623	+	0	NA	intron (NM_028941, intron 1 of 20)	intron (NM_028941, intron 1 of 20)	13344	NM_028941	74440	Mm.233181	NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik|AI314065|AI464126	c-Maf inducing protein	protein-coding
1785	chr17	13809276	13809470	+	0	NA	intron (NR_151731, intron 4 of 33)	intron (NR_151731, intron 4 of 33)	-47970	NM_022311	21646	Mm.486358	NM_022311	ENSMUSG00000038347	Tcte2	AI429268|Tcte-2	t-complex-associated testis expressed 2	protein-coding
572	chr5	15529744	15530050	+	0	NA	promoter-TSS (NM_001310449)	promoter-TSS (NM_001310449)	-675	NM_001310449	100861755	Mm.382859	NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1487	chr13	52923107	52923431	+	0	NA	intron (NM_016709, intron 1 of 9)	intron (NM_016709, intron 1 of 9)	6408	NM_016709	11992	Mm.252034	NM_016709	ENSMUSG00000021460	Auh	C77140|W91705	AU RNA binding protein/enoyl-coenzyme A hydratase	protein-coding
448	chr4	33122997	33123214	+	0	NA	Intergenic	RLTR10C|LTR|ERVK	-9451	NM_008075	14408	Mm.14116	NM_008075	ENSMUSG00000028280	Gabrr1	GABA-C	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	protein-coding
1844	chr17	71204500	71205187	+	0	NA	exon (NM_001164885, exon 1 of 20)	exon (NM_001164885, exon 1 of 20)	189	NM_001164885	64898	Mm.227924	NM_022882	ENSMUSG00000024052	Lpin2	2610511G02Rik|AI481352|AW742896	lipin 2	protein-coding
194	chr2	59806339	59806525	+	0	NA	intron (NM_198294, intron 15 of 26)	intron (NM_198294, intron 15 of 26)	76174	NM_028118	72137	Mm.288734	NM_028118	ENSMUSG00000026988	Wdsub1	1700048E19Rik|2610014F08Rik	WD repeat, SAM and U-box domain containing 1	protein-coding
814	chr7	16668416	16668991	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	7002	NM_175315	101434	Mm.102767	NM_175315	ENSMUSG00000078795	Ceacam15	AA407838|C430002N04Rik	carcinoembryonic antigen-related cell adhesion molecule 15	protein-coding
313	chr2	168457529	168457731	+	0	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	132735	NM_001291179	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
840	chr7	43392399	43392773	+	0	NA	Intergenic	L1M3|LINE|L1	-15694	NM_172900	243958	Mm.24444	NM_172900	ENSMUSG00000030468	Siglecg	9830164H23|A630096C01Rik|Siglec-G|Siglec10|mSiglec-G	sialic acid binding Ig-like lectin G	protein-coding
536	chr4	125118090	125118467	+	0	NA	TTS (NM_153159)	TTS (NM_153159)	9603	NM_153159	230738	Mm.402	NM_153159	ENSMUSG00000042677	Zc3h12a	BC036563|MCPIP|MCPIP-1|Mcpip1|Reg1	zinc finger CCCH type containing 12A	protein-coding
1247	chr11	14114669	14114889	+	0	NA	intron (NR_131011, intron 2 of 3)	RLTR31_Mur|LTR|ERVK	64262	NR_131011	75280	Mm.108492	NR_131011	ENSMUSG00000085452	4930554G24Rik	-	RIKEN cDNA 4930554G24 gene	ncRNA
641	chr5	105345545	105346598	+	0	NA	intron (NM_001039647, intron 1 of 10)	intron (NM_001039647, intron 1 of 10)	401	NM_001039647	634650	Mm.458435	NM_001039647	ENSMUSG00000092021	Gbp11	EG634650|Gm7141	guanylate binding protein 11	protein-coding
359	chr3	67463475	67463900	+	0	NA	exon (NM_016753, exon 1 of 6)	exon (NM_016753, exon 1 of 6)	220	NM_016753	17035	Mm.2632	NM_016753	ENSMUSG00000047557	Lxn	-	latexin	protein-coding
1353	chr12	25197378	25197558	+	0	NA	Intergenic	Intergenic	68294	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
1892	chr18	5059037	5059473	+	0	NA	exon (NM_001347449, exon 6 of 31)	exon (NM_001347449, exon 6 of 31)	12666	NM_153153	225115	Mm.136791	NM_153153	ENSMUSG00000024236	Svil	AU024053|B430302E16Rik	supervillin	protein-coding
